,cust,rct_no,ma_fem_dv,ages,zon_hlv
21734,M412837077,20,여성,50대,Z07
21735,M861151666,20,여성,50대,Z17
21736,M861718766,20,여성,30대,Z10
21737,M417651629,20,여성,50대,Z10
21738,M856633645,20,남성,50대,Z09
21739,M698127127,20,여성,60대,Z17
21740,M050032265,20,여성,30대,Z16
21741,M988542543,20,여성,30대,Z10
21742,M924446905,20,여성,20대,Z16
21743,M257689240,20,여성,60대,Z10
21744,M860818076,20,여성,20대,Z17
21745,M860266443,20,여성,40대,Z10
21746,M484188543,20,남성,20대,Z10
21747,M245752587,20,남성,20대,Z11
21748,M095382117,20,여성,40대,Z13
21749,M860062987,20,여성,20대,Z07
21750,M967247979,20,남성,30대,Z17
21751,M986680741,20,여성,40대,Z10
21752,M551912712,20,여성,20대,Z04
21753,M183739896,20,여성,60대,Z17
21754,M234759471,20,여성,30대,Z10
21755,M591023982,20,남성,50대,Z16
21756,M162384648,20,여성,30대,Z10
21757,M965331574,20,여성,60대,Z06
21758,M599098398,20,여성,40대,Z15
21759,M129179463,20,남성,30대,Z10
21760,M638733010,20,남성,40대,Z10
21761,M560023501,20,남성,30대,Z17
21762,M700249183,20,남성,40대,Z10
21763,M660533047,20,남성,40대,Z17
21764,M699882810,20,남성,50대,Z01
21765,M085252209,20,남성,40대,Z12
21766,M318543286,20,여성,40대,Z16
21767,M149516422,20,여성,60대,Z17
21768,M668343859,20,여성,20대,Z17
21769,M248326719,20,남성,30대,Z12
21770,M959141587,20,여성,50대,Z15
21771,M930786304,20,남성,40대,Z09
21772,M365954571,20,여성,50대,Z17
21773,M701462007,20,여성,50대,Z17
21774,M479944588,20,여성,30대,Z17
21775,M264380372,20,남성,20대,Z16
21776,M933534537,20,남성,40대,Z17
21777,M570683974,19,남성,50대,Z14
21778,M444546752,19,여성,50대,Z09
21779,M245237842,19,여성,30대,Z17
21780,M997530364,19,남성,30대,Z17
21781,M913543306,19,남성,20대,Z17
21782,M683095066,19,남성,30대,Z16
21783,M515950386,19,남성,40대,Z17
21784,M378282695,19,남성,30대,Z08
21785,M291933259,19,남성,30대,Z10
21786,M577473236,19,여성,50대,Z10
21787,M046253971,19,남성,50대,Z11
21788,M548918810,19,남성,40대,Z09
21789,M649044741,19,남성,50대,Z10
21790,M612852532,19,여성,50대,Z17
21791,M292426317,19,여성,50대,Z11
21792,M517552796,19,여성,40대,Z10
21793,M052785292,19,여성,60대,Z17
21794,M374769043,19,여성,40대,Z17
21795,M211413516,19,여성,50대,Z10
21796,M679142884,19,여성,60대,Z10
21797,M211314532,19,여성,50대,Z17
21798,M994213710,19,남성,50대,Z17
21799,M213948653,19,여성,30대,Z13
21800,M210320603,19,남성,30대,Z10
21801,M946026073,19,남성,40대,Z05
21802,M013639641,19,남성,40대,Z11
21803,M061276278,19,여성,30대,Z10
21804,M718712746,19,남성,60대,Z11
21805,M653604354,19,여성,30대,Z10
21806,M030561105,19,여성,30대,Z17
21807,M177948692,19,남성,40대,Z06
21808,M384005993,19,여성,60대,Z14
21809,M093087034,19,여성,40대,Z14
21810,M905686905,19,남성,40대,Z04
21811,M275530277,19,여성,20대,Z17
21812,M265254154,19,남성,40대,Z16
21813,M438277238,19,남성,30대,Z03
21814,M905010459,19,여성,20대,Z10
21815,M074294048,19,남성,40대,Z17
21816,M691154192,19,여성,40대,Z10
21817,M625816711,19,여성,40대,Z11
21818,M704623040,19,남성,40대,Z17
21819,M614615964,19,여성,40대,Z17
21820,M360690268,19,여성,20대,Z17
21821,M078483413,19,남성,60대,Z14
21822,M530101781,19,여성,30대,Z14
21823,M688708493,19,여성,50대,Z11
21824,M108621804,19,여성,30대,Z12
21825,M561808473,19,남성,50대,Z08
21826,M816193238,19,남성,40대,Z10
21827,M712709169,19,여성,50대,Z17
21828,M092477799,19,여성,50대,Z13
21829,M383064968,19,남성,70대,Z11
21830,M536593516,19,여성,60대,Z10
21831,M050323508,19,여성,30대,Z17
21832,M367669732,19,여성,40대,Z05
21833,M615667083,19,여성,50대,Z10
21834,M075705925,19,여성,40대,Z11
21835,M431506323,19,여성,30대,Z17
21836,M218627123,19,여성,40대,Z17
21837,M285802788,19,여성,40대,Z11
21838,M704652861,19,여성,40대,Z10
21839,M696424087,19,여성,40대,Z11
21840,M127306200,19,남성,20대,Z10
21841,M257104387,19,여성,30대,Z15
21842,M933910903,19,여성,40대,Z17
21843,M524052445,19,남성,40대,Z10
21844,M124540857,19,여성,70대,Z15
21845,M240837292,19,여성,50대,Z16
21846,M829032371,19,여성,40대,Z10
21847,M240640615,19,여성,60대,Z17
21848,M820216607,19,여성,30대,Z10
21849,M281654571,19,여성,30대,Z10
21850,M381211411,19,여성,70대,Z17
21851,M909591464,19,여성,20대,Z10
21852,M819590968,19,여성,40대,Z13
21853,M121205457,19,여성,70대,Z01
21854,M515519319,19,여성,50대,Z08
21855,M824073561,19,여성,40대,Z11
21856,M410815303,19,남성,40대,Z14
21857,M470780281,19,남성,40대,Z10
21858,M752586184,19,여성,30대,Z10
21859,M098777464,19,남성,60대,Z14
21860,M056459283,19,여성,30대,Z10
21861,M069168446,19,남성,30대,Z10
21862,M756105200,19,여성,50대,Z04
21863,M184800062,19,여성,40대,Z16
21864,M949989092,19,여성,50대,Z10
21865,M470990115,19,남성,50대,Z04
21866,M062157039,19,남성,30대,Z17
21867,M496460862,19,남성,30대,Z10
21868,M161140187,19,여성,50대,Z17
21869,M856190004,19,여성,40대,Z12
21870,M346201236,19,여성,60대,Z11
21871,M632412770,19,여성,60대,Z11
21872,M306002741,19,남성,20대,Z10
21873,M960901765,19,여성,20대,Z14
21874,M023118090,19,여성,40대,Z02
21875,M005539469,19,남성,40대,Z17
21876,M494831752,19,여성,70대,Z16
21877,M729737816,19,여성,40대,Z10
21878,M494279986,19,여성,40대,Z12
21879,M668411046,19,여성,30대,Z10
21880,M986456987,19,여성,50대,Z16
21881,M204492478,19,남성,50대,Z17
21882,M419736637,19,여성,60대,Z10
21883,M204756329,19,남성,20대,Z10
21884,M205355702,19,남성,30대,Z17
21885,M867719658,19,여성,50대,Z09
21886,M602080784,19,여성,50대,Z10
21887,M305017422,19,남성,30대,Z12
21888,M752200217,19,남성,30대,Z09
21889,M322153853,19,여성,20대,Z10
21890,M752512455,19,여성,30대,Z06
21891,M595456781,19,여성,40대,Z01
21892,M603761541,19,여성,20대,Z11
21893,M493531067,19,여성,70대,Z10
21894,M804102814,19,여성,60대,Z10
21895,M405479891,19,여성,50대,Z03
21896,M328345701,19,여성,30대,Z12
21897,M598590849,19,여성,40대,Z15
21898,M797923679,19,여성,40대,Z16
21899,M963378057,19,여성,50대,Z17
21900,M145874885,19,여성,20대,Z13
21901,M588414069,19,여성,20대,Z03
21902,M189016797,19,남성,60대,Z10
21903,M988114731,19,여성,30대,Z12
21904,M588218802,19,남성,30대,Z10
21905,M189267912,19,남성,40대,Z10
21906,M983850116,19,남성,40대,Z06
21907,M644678951,19,여성,40대,Z13
21908,M315291402,19,남성,70대,Z17
21909,M326891614,19,여성,60대,Z16
21910,M474126784,19,여성,30대,Z10
21911,M871314445,19,여성,40대,Z17
21912,M588944261,19,여성,50대,Z14
21913,M096658473,18,여성,30대,Z17
21914,M687660978,18,남성,40대,Z13
21915,M136477614,18,여성,40대,Z17
21916,M265190670,18,여성,60대,Z10
21917,M969168446,18,여성,60대,Z17
21918,M732266496,18,여성,20대,Z17
21919,M781069335,18,여성,50대,Z06
21920,M558704000,18,여성,40대,Z11
21921,M958148050,18,여성,30대,Z10
21922,M533419414,18,여성,20대,Z14
21923,M068179466,18,남성,50대,Z08
21924,M713365544,18,여성,50대,Z10
21925,M437975074,18,여성,50대,Z12
21926,M016546099,18,여성,50대,Z15
21927,M530792612,18,여성,40대,Z10
21928,M407282294,18,여성,40대,Z11
21929,M103840404,18,여성,50대,Z16
21930,M558432325,18,여성,30대,Z15
21931,M851353844,18,여성,40대,Z14
21932,M227679899,18,여성,50대,Z10
21933,M196345204,18,여성,20대,Z16
21934,M984897819,18,여성,40대,Z10
21935,M979784043,18,남성,50대,Z13
21936,M197919056,18,여성,40대,Z16
21937,M897807442,18,남성,40대,Z10
21938,M226786292,18,여성,50대,Z16
21939,M011495510,18,남성,60대,Z03
21940,M459051913,18,여성,40대,Z17
21941,M275739176,18,남성,40대,Z12
21942,M530421442,18,여성,30대,Z17
21943,M902413311,18,여성,60대,Z10
21944,M499177205,18,여성,30대,Z16
21945,M668455194,18,여성,30대,Z14
21946,M372024545,18,여성,20대,Z10
21947,M170310726,18,여성,40대,Z11
21948,M418091944,18,남성,40대,Z16
21949,M962786482,18,여성,60대,Z17
21950,M987592237,18,남성,40대,Z10
21951,M189359163,18,남성,40대,Z09
21952,M966474427,18,여성,20대,Z10
21953,M002867841,18,남성,40대,Z16
21954,M541553009,18,여성,30대,Z10
21955,M378725233,18,여성,30대,Z17
21956,M703993461,18,여성,50대,Z16
21957,M654117388,18,남성,20대,Z10
21958,M486849343,18,남성,20대,Z06
21959,M455043219,18,여성,30대,Z17
21960,M698280909,18,남성,60대,Z16
21961,M975506549,18,남성,30대,Z17
21962,M964038893,18,여성,60대,Z16
21963,M029065985,18,남성,50대,Z17
21964,M106752405,18,여성,30대,Z08
21965,M748005934,18,남성,30대,Z17
21966,M859210776,18,여성,50대,Z17
21967,M700279151,18,여성,30대,Z07
21968,M975940438,18,여성,30대,Z04
21969,M858286655,18,여성,30대,Z17
21970,M599035073,18,여성,40대,Z06
21971,M185523877,18,여성,40대,Z10
21972,M995434292,18,여성,40대,Z06
21973,M334206058,18,여성,30대,Z17
21974,M326257678,18,여성,30대,Z17
21975,M978461245,18,여성,40대,Z10
21976,M866874960,18,여성,50대,Z10
21977,M608915130,18,남성,20대,Z10
21978,M614182585,18,여성,50대,Z10
21979,M906872801,18,남성,20대,Z10
21980,M536428668,18,여성,40대,Z10
21981,M848796441,18,남성,40대,Z02
21982,M262849574,18,여성,60대,Z03
21983,M490890482,18,남성,50대,Z11
21984,M707388756,18,남성,30대,Z10
21985,M819618039,18,여성,20대,Z12
21986,M439509053,18,여성,30대,Z04
21987,M260402214,18,여성,60대,Z10
21988,M539256890,18,남성,30대,Z15
21989,M161227419,18,남성,50대,Z16
21990,M539319916,18,남성,30대,Z10
21991,M594989232,18,남성,60대,Z16
21992,M449087924,18,여성,20대,Z17
21993,M552902613,18,여성,40대,Z11
21994,M370253400,18,남성,40대,Z12
21995,M488901192,18,남성,40대,Z10
21996,M482571264,18,여성,60대,Z16
21997,M595576349,18,여성,50대,Z10
21998,M503681262,18,남성,20대,Z10
21999,M289619291,18,여성,50대,Z05
22000,M132152231,18,여성,40대,Z06
22001,M723657317,18,남성,50대,Z01
22002,M089084044,18,남성,40대,Z10
22003,M755040696,18,남성,20대,Z10
22004,M347124327,18,여성,20대,Z11
22005,M684389827,18,여성,30대,Z16
22006,M884930985,18,여성,30대,Z10
22007,M512697015,18,여성,60대,Z17
22008,M879947946,18,여성,50대,Z06
22009,M838810402,18,남성,30대,Z16
22010,M891882983,18,남성,30대,Z10
22011,M516603094,18,남성,40대,Z10
22012,M512654482,18,여성,60대,Z10
22013,M423259419,18,여성,20대,Z10
22014,M678051850,18,여성,60대,Z10
22015,M292925489,18,여성,40대,Z16
22016,M939896867,18,여성,30대,Z08
22017,M718553546,18,여성,30대,Z17
22018,M846393802,18,여성,30대,Z17
22019,M881295041,18,남성,60대,Z11
22020,M623060587,18,남성,60대,Z10
22021,M292525125,18,남성,70대,Z17
22022,M720317355,18,여성,30대,Z17
22023,M759705642,18,여성,20대,Z11
22024,M290485848,18,여성,20대,Z14
22025,M686401754,18,여성,20대,Z06
22026,M624763884,18,여성,60대,Z08
22027,M098090107,18,여성,20대,Z17
22028,M164879905,18,여성,40대,Z17
22029,M344774747,18,여성,50대,Z10
22030,M221389956,18,여성,40대,Z10
22031,M568192510,18,여성,30대,Z09
22032,M983559142,18,남성,40대,Z01
22033,M069407493,18,여성,20대,Z04
22034,M953731511,18,여성,50대,Z17
22035,M813053638,18,여성,50대,Z13
22036,M118236117,18,남성,20대,Z10
22037,M577800301,18,여성,60대,Z10
22038,M983641818,18,여성,30대,Z07
22039,M008254198,18,여성,60대,Z10
22040,M507245417,18,남성,50대,Z14
22041,M390547268,18,여성,40대,Z17
22042,M881941494,18,여성,20대,Z17
22043,M156812658,18,남성,30대,Z04
22044,M287956132,18,여성,20대,Z17
22045,M112209804,18,여성,20대,Z16
22046,M443879198,18,여성,40대,Z14
22047,M304801265,18,남성,40대,Z17
22048,M516149090,18,남성,40대,Z17
22049,M888537525,18,남성,50대,Z01
22050,M604201860,18,남성,40대,Z05
22051,M865697426,17,여성,60대,Z14
22052,M760817542,17,여성,40대,Z17
22053,M290158153,17,여성,30대,Z12
22054,M981579276,17,여성,50대,Z16
22055,M488933345,17,남성,40대,Z17
22056,M152126084,17,여성,50대,Z08
22057,M731961327,17,여성,50대,Z17
22058,M930588081,17,여성,50대,Z16
22059,M841365562,17,남성,40대,Z13
22060,M981602960,17,여성,30대,Z14
22061,M083283832,17,남성,40대,Z10
22062,M258259033,17,남성,40대,Z11
22063,M449447161,17,여성,60대,Z12
22064,M645595189,17,여성,50대,Z04
22065,M450303155,17,여성,20대,Z01
22066,M641591515,17,여성,50대,Z16
22067,M012346404,17,여성,30대,Z04
22068,M707229417,17,여성,20대,Z10
22069,M033099709,17,여성,30대,Z17
22070,M382397295,17,남성,40대,Z14
22071,M471103202,17,남성,50대,Z04
22072,M652597584,17,남성,50대,Z17
22073,M927782484,17,여성,60대,Z14
22074,M628952052,17,여성,50대,Z13
22075,M439053216,17,여성,20대,Z11
22076,M077999733,17,여성,30대,Z11
22077,M720965893,17,여성,40대,Z10
22078,M261796653,17,남성,50대,Z16
22079,M261161732,17,여성,50대,Z16
22080,M959620256,17,남성,30대,Z08
22081,M418980464,17,여성,20대,Z10
22082,M574195239,17,여성,50대,Z15
22083,M191366639,17,여성,20대,Z11
22084,M056324836,17,여성,40대,Z07
22085,M776828257,17,남성,40대,Z10
22086,M151511498,17,남성,30대,Z08
22087,M598622628,17,여성,40대,Z17
22088,M253049872,17,여성,60대,Z16
22089,M747953826,17,여성,20대,Z04
22090,M859228750,17,남성,40대,Z17
22091,M252537634,17,여성,50대,Z10
22092,M859083875,17,남성,40대,Z10
22093,M823465962,17,여성,30대,Z10
22094,M041718011,17,여성,40대,Z14
22095,M843209976,17,여성,20대,Z17
22096,M700254429,17,남성,30대,Z17
22097,M994758769,17,여성,50대,Z17
22098,M376627755,17,여성,30대,Z12
22099,M701276896,17,여성,40대,Z03
22100,M111751120,17,여성,50대,Z04
22101,M294454565,17,여성,40대,Z09
22102,M330927312,17,여성,40대,Z14
22103,M624430550,17,여성,30대,Z04
22104,M077115002,17,여성,30대,Z10
22105,M186864672,17,여성,50대,Z14
22106,M372821575,17,남성,40대,Z17
22107,M348833958,17,여성,40대,Z10
22108,M857575882,17,여성,40대,Z01
22109,M212656068,17,여성,40대,Z01
22110,M025020244,17,남성,50대,Z10
22111,M082885513,17,남성,20대,Z10
22112,M828127315,17,여성,40대,Z13
22113,M082810615,17,여성,20대,Z10
22114,M661753232,17,여성,30대,Z14
22115,M517671476,17,남성,30대,Z17
22116,M596442631,17,남성,50대,Z01
22117,M018766425,17,남성,40대,Z05
22118,M677204229,17,여성,70대,Z10
22119,M400336099,17,남성,40대,Z09
22120,M703302654,17,여성,20대,Z17
22121,M292727973,17,여성,30대,Z16
22122,M677933226,17,여성,30대,Z11
22123,M466422772,17,여성,30대,Z10
22124,M680056362,17,여성,40대,Z06
22125,M298657431,17,남성,20대,Z10
22126,M138072191,17,남성,60대,Z16
22127,M046399581,17,여성,60대,Z10
22128,M105326577,17,여성,50대,Z10
22129,M976489599,17,여성,30대,Z10
22130,M383718929,17,남성,40대,Z06
22131,M047189441,17,여성,50대,Z17
22132,M584006026,17,남성,50대,Z17
22133,M285710984,17,여성,60대,Z11
22134,M935051519,17,여성,50대,Z12
22135,M387275080,17,남성,20대,Z10
22136,M935018631,17,여성,50대,Z01
22137,M657417912,17,여성,60대,Z10
22138,M812524951,17,여성,30대,Z15
22139,M403393629,17,여성,40대,Z06
22140,M463894449,17,여성,30대,Z16
22141,M602769005,17,여성,30대,Z08
22142,M565703111,17,여성,40대,Z10
22143,M713039493,17,남성,40대,Z11
22144,M930846385,17,여성,30대,Z16
22145,M766676616,17,여성,30대,Z17
22146,M657098499,17,남성,30대,Z10
22147,M122280687,17,남성,40대,Z11
22148,M618092521,17,여성,40대,Z16
22149,M220688002,17,남성,40대,Z10
22150,M957446938,17,여성,40대,Z16
22151,M669876190,17,여성,50대,Z10
22152,M203130430,17,남성,40대,Z04
22153,M000555652,17,남성,50대,Z10
22154,M567442895,17,여성,20대,Z10
22155,M671623099,17,여성,40대,Z16
22156,M274345873,17,남성,30대,Z11
22157,M898132695,17,여성,40대,Z06
22158,M873469774,17,여성,40대,Z12
22159,M837928621,17,여성,30대,Z03
22160,M837900498,17,여성,30대,Z16
22161,M460519096,17,남성,40대,Z17
22162,M051383948,17,여성,40대,Z12
22163,M784453498,17,여성,20대,Z01
22164,M564941440,17,여성,20대,Z06
22165,M130637980,17,남성,40대,Z01
22166,M277403274,17,남성,60대,Z17
22167,M790804525,17,여성,30대,Z06
22168,M837036296,17,여성,20대,Z16
22169,M636223939,17,남성,30대,Z17
22170,M003342315,17,남성,50대,Z17
22171,M527857324,17,여성,50대,Z10
22172,M062406215,17,여성,40대,Z10
22173,M312362513,17,여성,40대,Z07
22174,M434836538,17,남성,20대,Z10
22175,M153891379,17,여성,20대,Z17
22176,M198853325,17,여성,30대,Z17
22177,M079268443,17,여성,40대,Z15
22178,M387739623,17,여성,60대,Z17
22179,M364210315,17,여성,50대,Z11
22180,M432774581,17,남성,30대,Z10
22181,M295306744,17,여성,40대,Z17
22182,M931003465,17,여성,50대,Z17
22183,M320578473,17,남성,30대,Z04
22184,M614519346,17,남성,40대,Z10
22185,M624644981,17,여성,50대,Z13
22186,M640042430,17,여성,40대,Z05
22187,M846953295,17,여성,40대,Z10
22188,M957877404,17,여성,40대,Z10
22189,M619081493,17,여성,50대,Z10
22190,M353769162,17,여성,20대,Z10
22191,M533642636,17,여성,30대,Z17
22192,M175193090,17,여성,60대,Z08
22193,M478213604,17,남성,60대,Z10
22194,M719638013,17,여성,40대,Z17
22195,M585085440,17,여성,50대,Z11
22196,M683763639,17,여성,30대,Z10
22197,M769052107,17,여성,40대,Z04
22198,M409592452,17,여성,30대,Z10
22199,M853837036,17,여성,40대,Z10
22200,M832664885,17,남성,50대,Z06
22201,M591277537,17,여성,30대,Z10
22202,M337519820,17,남성,40대,Z08
22203,M479355667,17,남성,40대,Z10
22204,M139230976,17,여성,50대,Z10
22205,M144001382,17,여성,30대,Z17
22206,M446186875,16,여성,40대,Z16
22207,M982767956,16,여성,30대,Z14
22208,M360443116,16,여성,30대,Z17
22209,M987996541,16,여성,20대,Z16
22210,M764799876,16,여성,40대,Z03
22211,M446384547,16,여성,20대,Z10
22212,M374153727,16,여성,30대,Z13
22213,M750550354,16,여성,40대,Z10
22214,M500973229,16,여성,30대,Z08
22215,M614435875,16,남성,20대,Z10
22216,M840300551,16,여성,20대,Z17
22217,M020574683,16,여성,30대,Z11
22218,M700625054,16,남성,30대,Z10
22219,M848746894,16,여성,50대,Z01
22220,M342643098,16,남성,40대,Z04
22221,M480386913,16,남성,40대,Z10
22222,M337059741,16,여성,40대,Z09
22223,M278487363,16,남성,70대,Z17
22224,M492599480,16,남성,30대,Z03
22225,M154551849,16,남성,60대,Z15
22226,M764196159,16,여성,50대,Z17
22227,M524953859,16,남성,70대,Z07
22228,M715607412,16,여성,30대,Z17
22229,M367339305,16,남성,40대,Z10
22230,M859096972,16,남성,30대,Z14
22231,M859130146,16,여성,30대,Z10
22232,M116603791,16,남성,40대,Z06
22233,M626763925,16,여성,60대,Z04
22234,M907154610,16,여성,40대,Z17
22235,M171002428,16,남성,50대,Z03
22236,M158753239,16,남성,30대,Z17
22237,M624647010,16,여성,50대,Z16
22238,M333112427,16,여성,30대,Z10
22239,M761590555,16,여성,30대,Z10
22240,M899955347,16,남성,50대,Z14
22241,M476605869,16,남성,40대,Z16
22242,M450460526,16,여성,60대,Z17
22243,M143135890,16,여성,20대,Z10
22244,M911909876,16,남성,30대,Z10
22245,M107152006,16,여성,30대,Z17
22246,M323141564,16,여성,20대,Z17
22247,M711978841,16,남성,50대,Z16
22248,M122480236,16,남성,40대,Z17
22249,M892610379,16,여성,60대,Z10
22250,M157369922,16,여성,50대,Z16
22251,M981903712,16,남성,50대,Z16
22252,M508993027,16,남성,20대,Z10
22253,M705883277,16,여성,30대,Z17
22254,M027782745,16,여성,40대,Z17
22255,M868977108,16,남성,50대,Z10
22256,M645535083,16,여성,30대,Z05
22257,M290444760,16,여성,60대,Z17
22258,M726267660,16,여성,30대,Z08
22259,M316060325,16,남성,30대,Z10
22260,M750109323,16,여성,20대,Z17
22261,M488137279,16,여성,70대,Z10
22262,M707522878,16,남성,40대,Z06
22263,M500619790,16,남성,30대,Z17
22264,M539360434,16,여성,30대,Z12
22265,M977890723,16,남성,20대,Z10
22266,M847577802,16,남성,60대,Z16
22267,M523096854,16,남성,30대,Z06
22268,M765898661,16,여성,60대,Z08
22269,M704091182,16,여성,30대,Z11
22270,M284334138,16,여성,40대,Z17
22271,M861301785,16,여성,30대,Z17
22272,M888156269,16,여성,20대,Z16
22273,M530181963,16,여성,30대,Z10
22274,M984929692,16,여성,50대,Z10
22275,M738494899,16,남성,30대,Z11
22276,M488056967,16,여성,40대,Z10
22277,M043493033,16,여성,30대,Z17
22278,M511944746,16,여성,30대,Z17
22279,M025657860,16,여성,40대,Z10
22280,M747500136,16,남성,70대,Z17
22281,M959545611,16,남성,30대,Z10
22282,M794586431,16,여성,30대,Z17
22283,M998600186,16,여성,20대,Z06
22284,M609624720,16,남성,60대,Z09
22285,M409504311,16,남성,30대,Z10
22286,M422732074,16,남성,30대,Z10
22287,M099850556,16,여성,40대,Z10
22288,M240095681,16,여성,50대,Z15
22289,M430433776,16,남성,20대,Z11
22290,M973797889,16,남성,40대,Z05
22291,M953988537,16,남성,50대,Z06
22292,M214215167,16,여성,30대,Z17
22293,M819733945,16,여성,20대,Z10
22294,M809583341,16,남성,20대,Z09
22295,M664859030,16,남성,40대,Z10
22296,M998129365,16,남성,20대,Z17
22297,M555105471,16,여성,30대,Z06
22298,M927734587,16,여성,50대,Z10
22299,M070088318,16,남성,30대,Z14
22300,M573928803,16,남성,50대,Z17
22301,M396733311,16,여성,40대,Z13
22302,M812709626,16,여성,30대,Z16
22303,M586205051,16,여성,50대,Z04
22304,M418155650,16,여성,50대,Z15
22305,M430005504,16,남성,60대,Z13
22306,M074395681,16,여성,20대,Z16
22307,M422091445,16,남성,40대,Z10
22308,M548917403,16,여성,40대,Z17
22309,M799997787,16,여성,50대,Z17
22310,M074740319,16,남성,70대,Z16
22311,M589302894,16,남성,30대,Z10
22312,M096885788,16,남성,20대,Z14
22313,M238754812,16,여성,40대,Z06
22314,M240769635,16,여성,30대,Z10
22315,M425767394,16,여성,40대,Z10
22316,M099584394,16,여성,20대,Z17
22317,M011970152,16,여성,50대,Z17
22318,M101361458,16,여성,20대,Z10
22319,M796373701,16,남성,70대,Z04
22320,M996072085,16,여성,60대,Z08
22321,M553594462,16,여성,30대,Z10
22322,M399867118,16,여성,60대,Z13
22323,M554250249,16,여성,40대,Z17
22324,M006260135,16,여성,60대,Z01
22325,M405094009,16,여성,30대,Z10
22326,M223807190,16,남성,60대,Z09
22327,M564146666,16,여성,50대,Z03
22328,M384607346,16,남성,40대,Z07
22329,M442620785,16,남성,50대,Z10
22330,M812597094,16,남성,20대,Z10
22331,M391944752,16,여성,40대,Z14
22332,M407552375,16,여성,40대,Z16
22333,M823701232,16,남성,20대,Z11
22334,M957862228,16,여성,30대,Z10
22335,M594201299,16,여성,40대,Z04
22336,M567637265,16,여성,50대,Z16
22337,M974615324,15,여성,20대,Z17
22338,M874559923,15,여성,50대,Z17
22339,M944671323,15,남성,50대,Z10
22340,M935119946,15,여성,60대,Z17
22341,M169388408,15,여성,40대,Z10
22342,M282054551,15,여성,50대,Z10
22343,M273745993,15,여성,30대,Z17
22344,M573197510,15,여성,40대,Z07
22345,M820544008,15,여성,50대,Z12
22346,M956771533,15,여성,30대,Z10
22347,M025106048,15,남성,20대,Z17
22348,M498497303,15,여성,50대,Z17
22349,M499011203,15,여성,40대,Z17
22350,M227296110,15,여성,50대,Z13
22351,M259879398,15,여성,60대,Z15
22352,M955329376,15,남성,50대,Z17
22353,M997292730,15,여성,20대,Z11
22354,M351333891,15,여성,30대,Z12
22355,M440008510,15,여성,30대,Z10
22356,M082060365,15,남성,20대,Z08
22357,M554979833,15,여성,30대,Z10
22358,M422036269,15,여성,30대,Z11
22359,M312253636,15,남성,40대,Z10
22360,M647413344,15,남성,60대,Z08
22361,M148756402,15,남성,50대,Z16
22362,M135498719,15,여성,20대,Z08
22363,M530291264,15,여성,50대,Z10
22364,M112396132,15,남성,40대,Z05
22365,M583114060,15,여성,50대,Z16
22366,M047980278,15,여성,30대,Z06
22367,M180749705,15,여성,30대,Z11
22368,M176568144,15,남성,20대,Z09
22369,M656609299,15,여성,50대,Z12
22370,M468615375,15,여성,50대,Z16
22371,M144366493,15,여성,50대,Z10
22372,M267918205,15,여성,60대,Z17
22373,M175607685,15,남성,50대,Z11
22374,M947130938,15,남성,40대,Z05
22375,M648607666,15,여성,40대,Z17
22376,M298160057,15,남성,40대,Z03
22377,M302102520,15,남성,60대,Z17
22378,M424583023,15,여성,60대,Z11
22379,M949899245,15,여성,50대,Z17
22380,M534945076,15,여성,20대,Z06
22381,M058369358,15,여성,50대,Z17
22382,M726617018,15,여성,40대,Z17
22383,M817296447,15,남성,40대,Z16
22384,M016223791,15,여성,50대,Z17
22385,M651543371,15,여성,40대,Z04
22386,M757934967,15,남성,40대,Z17
22387,M019134553,15,여성,60대,Z04
22388,M616983805,15,남성,20대,Z10
22389,M152352979,15,여성,20대,Z08
22390,M561612030,15,여성,50대,Z06
22391,M770052475,15,여성,60대,Z10
22392,M979689631,15,여성,60대,Z11
22393,M979412341,15,여성,40대,Z17
22394,M929499768,15,남성,50대,Z10
22395,M586530840,15,여성,30대,Z12
22396,M906929394,15,여성,50대,Z10
22397,M514799876,15,여성,30대,Z10
22398,M427207347,15,남성,50대,Z16
22399,M780229001,15,여성,60대,Z10
22400,M082156179,15,남성,40대,Z17
22401,M531859592,15,남성,40대,Z10
22402,M560623989,15,여성,40대,Z10
22403,M730392338,15,여성,20대,Z15
22404,M269788978,15,남성,40대,Z04
22405,M951908979,15,여성,20대,Z10
22406,M736801079,15,여성,60대,Z16
22407,M166216498,15,여성,30대,Z10
22408,M393061621,15,남성,30대,Z17
22409,M161542121,15,남성,60대,Z10
22410,M045817767,15,남성,20대,Z11
22411,M684265062,15,여성,30대,Z17
22412,M218756392,15,남성,30대,Z09
22413,M354147041,15,여성,60대,Z16
22414,M839526681,15,남성,20대,Z04
22415,M159571754,15,여성,30대,Z10
22416,M485740920,15,남성,40대,Z16
22417,M563201870,15,여성,70대,Z10
22418,M178455948,15,여성,40대,Z11
22419,M279946161,15,남성,60대,Z10
22420,M188224380,15,남성,60대,Z17
22421,M938175871,15,남성,40대,Z17
22422,M620664424,15,여성,50대,Z10
22423,M443182699,15,여성,70대,Z16
22424,M018078477,15,남성,20대,Z10
22425,M287370380,15,남성,50대,Z08
22426,M355080111,15,여성,60대,Z17
22427,M601863370,15,여성,30대,Z06
22428,M994153502,15,여성,30대,Z17
22429,M894940433,15,남성,50대,Z17
22430,M699483561,15,남성,40대,Z17
22431,M784408235,15,여성,30대,Z17
