,cust,rct_no,ma_fem_dv,ages,zon_hlv
25385,M844886957,3.0,남성,50대,Z10
25838,M860787815,3.0,남성,20대,Z10
19410,M645341572,3.0,여성,60대,Z11
3995,M133126973,3.0,여성,30대,Z04
18677,M620842797,3.0,여성,60대,Z16
2082,M069211580,3.0,남성,50대,Z16
497,M016930208,3.0,여성,20대,Z10
792,M026406376,3.0,남성,70대,Z17
2037,M067382495,3.0,남성,20대,Z10
8114,M270110510,3.0,남성,30대,Z17
10198,M338286826,3.0,남성,30대,Z10
16768,M557462155,3.0,여성,20대,Z10
26635,M886828027,3.0,여성,40대,Z10
29444,M983748971,3.0,여성,30대,Z10
11430,M379143098,3.0,여성,30대,Z14
27953,M931853789,3.0,남성,50대,Z17
2213,M074037399,3.0,남성,40대,Z10
1350,M044891394,3.0,여성,60대,Z10
17509,M583447000,3.0,여성,20대,Z03
14642,M487631477,3.0,여성,40대,Z08
10903,M361042211,3.0,남성,40대,Z08
26552,M884116963,3.0,남성,50대,Z07
8837,M292972151,3.0,여성,30대,Z17
12764,M425700873,3.0,남성,50대,Z14
16180,M538730970,3.0,남성,20대,Z09
25369,M844329129,3.0,남성,50대,Z10
16716,M555660410,3.0,여성,30대,Z09
27576,M918094307,3.0,남성,30대,Z14
28702,M957365271,3.0,남성,30대,Z16
24202,M805029758,3.0,여성,30대,Z17
22709,M754867555,3.0,여성,20대,Z16
10126,M336041315,3.0,남성,40대,Z10
1336,M044266966,3.0,남성,20대,Z06
12339,M412161859,3.0,여성,40대,Z10
6268,M208475554,3.0,여성,20대,Z17
26557,M884319322,3.0,여성,50대,Z08
18652,M619970140,3.0,남성,40대,Z09
1771,M058584922,3.0,남성,40대,Z10
24208,M805353890,3.0,남성,40대,Z08
334,M011685716,3.0,여성,20대,Z17
29112,M972226035,3.0,남성,30대,Z17
27752,M924696839,3.0,여성,50대,Z12
23712,M788721223,3.0,남성,20대,Z10
10140,M336322870,3.0,여성,20대,Z12
8880,M294064972,3.0,여성,50대,Z17
25375,M844576998,3.0,여성,40대,Z12
20449,M682502023,3.0,여성,50대,Z17
10142,M336360825,3.0,남성,40대,Z14
10904,M361059534,3.0,남성,50대,Z08
25034,M833561479,3.0,여성,20대,Z17
3183,M107338030,3.0,여성,60대,Z15
14198,M473778806,3.0,여성,60대,Z17
2397,M080355193,3.0,여성,20대,Z17
7380,M245795747,3.0,여성,40대,Z16
6424,M213624803,3.0,여성,30대,Z04
11652,M386837337,3.0,여성,20대,Z17
75,M003230318,3.0,여성,30대,Z10
5436,M181227008,3.0,여성,30대,Z10
22908,M761489690,3.0,여성,50대,Z10
27302,M909001499,3.0,여성,30대,Z14
13475,M450306146,3.0,여성,30대,Z04
29649,M990831120,3.0,여성,30대,Z10
22470,M747002328,3.0,남성,40대,Z10
5697,M189722080,3.0,여성,50대,Z11
28774,M959740708,3.0,남성,40대,Z14
24541,M817228218,3.0,남성,50대,Z10
4964,M164751127,3.0,여성,20대,Z11
3797,M126324486,3.0,여성,70대,Z16
9858,M327887027,3.0,남성,60대,Z13
29312,M978699452,3.0,여성,20대,Z10
16445,M546752252,3.0,여성,30대,Z10
9268,M308706360,3.0,여성,30대,Z04
3398,M113928076,3.0,남성,60대,Z11
1134,M037518286,3.0,여성,70대,Z09
3026,M102286490,3.0,여성,40대,Z14
15692,M523150943,3.0,여성,50대,Z10
2391,M080187374,3.0,남성,50대,Z17
17087,M568123233,3.0,남성,40대,Z06
24573,M818150971,3.0,여성,60대,Z10
15704,M523370885,3.0,남성,40대,Z16
23944,M796142629,3.0,여성,30대,Z17
24780,M825086810,3.0,여성,40대,Z11
15708,M523557522,3.0,여성,40대,Z12
2154,M072005143,3.0,여성,30대,Z16
7346,M244811127,3.0,남성,50대,Z10
20792,M693916033,3.0,여성,40대,Z04
17095,M568316009,3.0,여성,20대,Z17
16979,M564879409,3.0,여성,60대,Z17
26366,M877913520,3.0,남성,60대,Z04
3935,M131231399,3.0,여성,50대,Z01
20734,M691652422,3.0,여성,60대,Z06
14820,M493138923,3.0,여성,30대,Z10
26103,M869597831,3.0,남성,60대,Z10
10645,M352686609,3.0,여성,40대,Z16
2292,M077067386,3.0,남성,50대,Z17
2683,M090111379,3.0,남성,40대,Z17
24492,M815464462,3.0,여성,20대,Z04
10421,M345560760,3.0,남성,40대,Z05
16456,M547059331,3.0,여성,30대,Z08
13946,M465351840,3.0,여성,60대,Z17
17319,M576685778,3.0,여성,20대,Z17
28185,M938955359,3.0,여성,60대,Z17
11212,M372371879,3.0,여성,40대,Z10
23964,M796668831,3.0,남성,30대,Z06
1829,M060437737,3.0,여성,30대,Z12
7313,M243720553,3.0,여성,30대,Z14
15655,M521913903,3.0,남성,30대,Z10
20795,M693998072,3.0,여성,50대,Z10
7751,M258445454,3.0,여성,50대,Z01
23205,M771530388,3.0,여성,20대,Z17
19766,M658993639,3.0,여성,30대,Z13
5712,M190065363,3.0,남성,30대,Z14
12622,M421334349,3.0,여성,20대,Z04
15931,M530929181,3.0,남성,50대,Z17
23904,M794933383,3.0,여성,60대,Z08
26731,M890312898,3.0,여성,50대,Z12
4415,M147769064,3.0,여성,30대,Z17
7340,M244631488,3.0,여성,30대,Z15
5703,M189900471,3.0,남성,30대,Z08
18284,M608401804,3.0,여성,40대,Z17
28789,M960558888,3.0,여성,40대,Z10
5748,M190983386,3.0,여성,20대,Z17
7581,M253040997,3.0,여성,30대,Z04
13631,M455661555,3.0,남성,20대,Z17
11796,M392183417,3.0,남성,20대,Z04
4948,M164217398,3.0,여성,30대,Z03
15774,M525571926,3.0,여성,50대,Z12
25542,M850603691,3.0,여성,20대,Z16
14912,M496133115,3.0,여성,30대,Z10
23314,M775749998,3.0,남성,50대,Z16
14907,M495906656,3.0,여성,60대,Z17
9880,M328765161,3.0,남성,40대,Z10
26238,M874250710,3.0,여성,40대,Z12
7585,M253127103,3.0,남성,20대,Z11
12602,M421041346,3.0,남성,30대,Z08
3470,M116232790,3.0,여성,40대,Z10
3311,M111486385,3.0,여성,20대,Z14
11746,M390244422,3.0,남성,60대,Z06
27226,M906493012,3.0,여성,50대,Z14
13643,M455910130,3.0,남성,50대,Z16
7514,M250634326,3.0,남성,40대,Z10
18220,M606551898,3.0,남성,40대,Z11
5547,M184923285,3.0,남성,50대,Z10
5546,M184896379,3.0,여성,40대,Z11
10541,M349139014,3.0,여성,30대,Z03
23915,M795312660,3.0,여성,40대,Z11
20779,M693459270,3.0,남성,60대,Z10
22391,M744260848,3.0,남성,40대,Z11
15797,M526374468,3.0,여성,30대,Z17
23925,M795664641,3.0,여성,30대,Z11
22393,M744299893,3.0,여성,40대,Z13
29513,M986339107,3.0,여성,30대,Z10
3594,M120506167,3.0,남성,20대,Z11
452,M015605443,3.0,여성,50대,Z17
13739,M458557710,3.0,남성,50대,Z10
14906,M495888873,3.0,남성,20대,Z17
24587,M818810892,3.0,여성,60대,Z14
5459,M181951144,3.0,여성,20대,Z17
24749,M824245807,3.0,여성,60대,Z10
11187,M371438622,3.0,남성,50대,Z10
3790,M126141672,3.0,남성,30대,Z10
16433,M546253959,3.0,여성,50대,Z17
7440,M247856561,3.0,남성,30대,Z02
29398,M981965740,3.0,여성,20대,Z17
28078,M935410232,3.0,여성,30대,Z17
11718,M389143654,3.0,남성,30대,Z17
24760,M824621281,3.0,여성,40대,Z17
28649,M955136351,3.0,남성,30대,Z17
2697,M090681581,3.0,남성,50대,Z17
11672,M387550404,3.0,여성,20대,Z17
5455,M181797811,3.0,여성,30대,Z15
10586,M350602030,3.0,여성,50대,Z17
13547,M452810440,3.0,여성,20대,Z17
15732,M524415435,3.0,남성,50대,Z06
3754,M125029005,3.0,남성,30대,Z17
24594,M819079461,3.0,여성,20대,Z17
20760,M692673428,3.0,남성,20대,Z17
9434,M314568411,3.0,여성,40대,Z10
24603,M819357987,3.0,남성,50대,Z17
10478,M347098701,3.0,여성,30대,Z10
18259,M607805273,3.0,여성,50대,Z10
18172,M604988541,3.0,여성,30대,Z17
5611,M187138242,3.0,여성,40대,Z12
9324,M310542986,3.0,남성,60대,Z06
27202,M905580758,3.0,남성,60대,Z17
151,M005714647,3.0,남성,30대,Z11
18251,M607579337,3.0,여성,30대,Z17
11708,M388750572,3.0,남성,50대,Z16
11711,M388797839,3.0,남성,50대,Z16
15959,M531708573,3.0,여성,50대,Z17
5391,M179353081,3.0,여성,20대,Z08
4511,M150693527,3.0,남성,20대,Z10
7166,M239691835,3.0,여성,50대,Z08
17790,M592464138,3.0,남성,50대,Z02
7149,M239187704,3.0,여성,50대,Z14
18456,M614368155,3.0,여성,30대,Z17
29331,M979546820,3.0,여성,30대,Z03
2985,M100641973,3.0,남성,50대,Z17
3510,M117328626,3.0,남성,40대,Z10
21202,M706569802,3.0,남성,70대,Z10
27800,M926461281,3.0,여성,40대,Z17
18442,M614062136,3.0,여성,50대,Z16
22543,M749743674,3.0,여성,40대,Z12
21203,M706584290,3.0,남성,30대,Z16
27392,M912081639,3.0,남성,50대,Z11
7164,M239654567,3.0,남성,20대,Z17
3937,M131315015,3.0,남성,50대,Z08
7864,M262118527,3.0,남성,40대,Z13
16002,M532998438,3.0,여성,20대,Z11
7172,M239811786,3.0,여성,30대,Z16
29326,M979242526,3.0,남성,50대,Z05
2786,M094361352,3.0,남성,30대,Z15
10412,M345330524,3.0,여성,40대,Z07
27076,M901135983,3.0,여성,30대,Z17
28854,M962553568,3.0,남성,40대,Z09
16911,M562159056,3.0,여성,20대,Z17
3439,M115194605,3.0,남성,50대,Z10
18863,M627074648,3.0,여성,50대,Z10
29086,M971547805,3.0,여성,50대,Z17
4151,M139009394,3.0,여성,30대,Z17
13315,M444971485,3.0,남성,50대,Z17
29662,M991075960,3.0,남성,30대,Z10
14112,M470886431,3.0,여성,20대,Z14
14114,M470937193,3.0,남성,40대,Z17
24984,M832109116,3.0,여성,20대,Z17
23565,M783992164,3.0,남성,40대,Z10
12100,M403299188,3.0,여성,20대,Z10
25027,M833300586,3.0,여성,40대,Z01
28923,M964788635,3.0,여성,30대,Z10
5247,M173736737,3.0,남성,60대,Z10
11527,M382614650,3.0,여성,30대,Z10
10754,M356315218,3.0,남성,50대,Z16
4220,M141083598,3.0,여성,50대,Z10
27766,M925084116,3.0,남성,30대,Z01
2430,M081740254,3.0,여성,20대,Z10
5252,M174081117,3.0,여성,30대,Z17
1932,M064243707,3.0,여성,50대,Z10
21955,M730589129,3.0,여성,30대,Z16
10316,M342032973,3.0,여성,20대,Z14
24375,M811137208,3.0,여성,20대,Z11
27038,M899754893,3.0,남성,30대,Z10
24018,M798755272,3.0,여성,40대,Z10
19602,M652708174,3.0,남성,40대,Z11
22245,M739334455,3.0,여성,30대,Z10
27496,M915044080,3.0,여성,40대,Z03
21173,M705698429,3.0,여성,40대,Z07
12525,M418213244,3.0,여성,40대,Z15
24995,M832393831,3.0,여성,50대,Z10
19618,M653558024,3.0,여성,40대,Z17
26440,M880153798,3.0,남성,30대,Z10
27559,M917056577,3.0,여성,50대,Z10
23137,M769600155,3.0,여성,60대,Z17
940,M031007506,3.0,여성,30대,Z15
10051,M333732326,3.0,여성,30대,Z11
9546,M318501345,3.0,남성,70대,Z12
5796,M192718663,3.0,여성,30대,Z14
21265,M708372137,3.0,여성,20대,Z10
18064,M601259521,3.0,여성,40대,Z10
12002,M399585622,3.0,여성,40대,Z10
16358,M543919957,3.0,여성,20대,Z10
8620,M286291308,3.0,남성,50대,Z17
4479,M149632054,3.0,남성,30대,Z11
19060,M633440369,3.0,여성,50대,Z17
28760,M959132795,3.0,여성,40대,Z10
29542,M987581997,3.0,여성,30대,Z17
5790,M192554378,3.0,남성,30대,Z17
2294,M077113476,3.0,여성,60대,Z10
26268,M875290433,3.0,여성,30대,Z05
13993,M466641012,3.0,남성,40대,Z06
28371,M945377883,3.0,남성,40대,Z17
23981,M797225099,3.0,여성,20대,Z06
14001,M466963903,3.0,남성,50대,Z16
24463,M814188005,3.0,남성,40대,Z17
2406,M080607985,3.0,여성,40대,Z10
27549,M916893875,3.0,남성,50대,Z10
844,M027801481,3.0,남성,40대,Z08
17338,M577179836,3.0,여성,20대,Z14
4205,M140564123,3.0,남성,50대,Z17
21257,M708190807,3.0,여성,20대,Z10
13362,M446379991,3.0,남성,20대,Z17
6369,M211714914,3.0,남성,30대,Z10
13967,M465935938,3.0,남성,40대,Z10
6528,M217170412,3.0,여성,60대,Z16
550,M018701446,3.0,남성,70대,Z17
15564,M518578066,3.0,여성,40대,Z04
22498,M747849852,3.0,여성,50대,Z17
4458,M149039788,3.0,여성,30대,Z16
4456,M148994562,3.0,여성,20대,Z10
19070,M633585882,3.0,남성,30대,Z17
23486,M781305831,3.0,여성,30대,Z17
16923,M562652781,3.0,여성,50대,Z17
5010,M166338195,2.0,남성,60대,Z14
12541,M418894573,2.0,여성,30대,Z15
4987,M165544706,2.0,남성,70대,Z10
11285,M375052443,2.0,여성,40대,Z10
15165,M504419132,2.0,남성,40대,Z15
20828,M695114932,2.0,여성,40대,Z16
6237,M207323858,2.0,여성,30대,Z17
18828,M626090837,2.0,남성,60대,Z10
18923,M628927432,2.0,남성,30대,Z17
18895,M627899003,2.0,여성,50대,Z08
1868,M062081677,2.0,남성,30대,Z17
6299,M209328604,2.0,남성,60대,Z06
8705,M289235811,2.0,여성,20대,Z03
27425,M913121902,2.0,남성,40대,Z04
4981,M165348578,2.0,여성,60대,Z06
23809,M791482338,2.0,여성,20대,Z17
4977,M165259368,2.0,남성,40대,Z17
5011,M166440216,2.0,여성,20대,Z16
28951,M965964357,2.0,여성,40대,Z10
238,M008598245,2.0,여성,50대,Z17
18,M000803099,2.0,여성,50대,Z03
17815,M593321903,2.0,여성,40대,Z10
18848,M626764154,2.0,남성,40대,Z10
17795,M592584825,2.0,여성,60대,Z10
5048,M167138056,2.0,남성,60대,Z17
1850,M061397467,2.0,남성,30대,Z10
16296,M542199635,2.0,남성,60대,Z16
23821,M791818705,2.0,남성,50대,Z10
12556,M419451824,2.0,남성,40대,Z10
23819,M791760565,2.0,남성,40대,Z10
15150,M503772494,2.0,남성,60대,Z09
12587,M420525281,2.0,남성,50대,Z14
16388,M544591031,2.0,남성,30대,Z12
5002,M166196154,2.0,여성,40대,Z05
1379,M046057112,2.0,남성,30대,Z17
23825,M791989589,2.0,여성,60대,Z17
11238,M373317743,2.0,여성,60대,Z17
26698,M889388520,2.0,남성,40대,Z12
710,M023505680,2.0,여성,20대,Z04
16344,M543660666,2.0,남성,30대,Z06
26640,M887172086,2.0,여성,70대,Z10
2915,M098494475,2.0,남성,20대,Z10
8594,M285730086,2.0,남성,40대,Z10
21882,M728386441,2.0,여성,20대,Z10
17761,M591378688,2.0,남성,40대,Z10
18806,M625445936,2.0,남성,30대,Z05
8632,M286726304,2.0,남성,30대,Z07
12451,M415745353,2.0,남성,70대,Z10
11265,M374400658,2.0,여성,30대,Z10
15076,M501690210,2.0,여성,50대,Z04
22965,M763397425,2.0,남성,60대,Z10
23851,M793253581,2.0,여성,20대,Z11
5024,M166646909,2.0,남성,40대,Z04
25666,M855400530,2.0,여성,20대,Z06
25583,M852545441,2.0,남성,30대,Z12
14999,M499149819,2.0,남성,20대,Z17
8628,M286597408,2.0,여성,40대,Z10
17832,M593803993,2.0,남성,60대,Z04
293,M010141777,2.0,여성,30대,Z04
28636,M954682179,2.0,남성,30대,Z10
25560,M851340618,2.0,여성,40대,Z04
18951,M629859946,2.0,여성,20대,Z11
16342,M543581437,2.0,여성,50대,Z17
25652,M854745729,2.0,남성,30대,Z10
12490,M416928681,2.0,여성,20대,Z17
25563,M851465464,2.0,남성,60대,Z05
21819,M726056543,2.0,여성,30대,Z10
15108,M502687046,2.0,여성,40대,Z17
23623,M785629888,2.0,남성,40대,Z15
2301,M077304210,2.0,남성,60대,Z14
28535,M951159146,2.0,남성,40대,Z10
21261,M708331699,2.0,여성,30대,Z17
9169,M304697936,2.0,여성,20대,Z14
26391,M878626074,2.0,남성,60대,Z14
18386,M612064940,2.0,남성,40대,Z09
1107,M036537409,2.0,여성,20대,Z10
18078,M601849823,2.0,남성,40대,Z05
11967,M398187864,2.0,남성,30대,Z16
11965,M398131195,2.0,여성,40대,Z10
26091,M869084341,2.0,여성,50대,Z17
18369,M611568760,2.0,남성,60대,Z10
11629,M386119894,2.0,여성,30대,Z10
29791,M995528586,2.0,여성,30대,Z16
18367,M611498201,2.0,여성,20대,Z09
11636,M386351926,2.0,남성,50대,Z06
5387,M179181391,2.0,남성,40대,Z17
9508,M317243878,2.0,남성,30대,Z04
5400,M179828049,2.0,여성,50대,Z15
26364,M877890908,2.0,남성,50대,Z01
23437,M779652403,2.0,남성,40대,Z11
9205,M306065870,2.0,여성,60대,Z17
11953,M397739939,2.0,여성,40대,Z17
21531,M716773268,2.0,남성,60대,Z05
15588,M519398148,2.0,남성,60대,Z16
26397,M878922415,2.0,남성,50대,Z12
11644,M386623586,2.0,여성,20대,Z17
1466,M048661264,2.0,여성,30대,Z11
12050,M401292976,2.0,여성,30대,Z10
1149,M038018531,2.0,여성,40대,Z14
21204,M706588442,2.0,여성,50대,Z08
16005,M533031619,2.0,여성,60대,Z17
18052,M600738570,2.0,여성,30대,Z16
16000,M532959510,2.0,남성,30대,Z11
5311,M176070680,2.0,여성,50대,Z10
29283,M977620139,2.0,남성,20대,Z17
27882,M929656091,2.0,남성,30대,Z17
11585,M384683194,2.0,남성,20대,Z10
12019,M400229937,2.0,여성,30대,Z10
5352,M177758627,2.0,남성,20대,Z03
9138,M303388098,2.0,남성,20대,Z01
26048,M867699856,2.0,여성,40대,Z09
15578,M519039011,2.0,여성,30대,Z10
1985,M065710967,2.0,남성,30대,Z13
26406,M879178108,2.0,남성,40대,Z02
23484,M781285540,2.0,남성,30대,Z04
5794,M192714183,2.0,남성,20대,Z17
23168,M770387395,2.0,여성,50대,Z15
15983,M532515799,2.0,여성,40대,Z04
23473,M781013992,2.0,여성,20대,Z17
5725,M190405902,2.0,여성,30대,Z08
3012,M101699059,2.0,여성,30대,Z04
27861,M928945170,2.0,여성,50대,Z16
11804,M392396216,2.0,남성,40대,Z17
9453,M315614864,2.0,남성,40대,Z03
27892,M929970489,2.0,여성,50대,Z12
23343,M776505304,2.0,남성,50대,Z16
5624,M187605722,2.0,여성,30대,Z04
2358,M078949112,2.0,여성,50대,Z16
18262,M607867726,2.0,여성,40대,Z15
23332,M776193834,2.0,여성,20대,Z07
11812,M392595786,2.0,여성,40대,Z14
5495,M183508184,2.0,여성,60대,Z08
11807,M392448811,2.0,여성,40대,Z01
26288,M875769588,2.0,여성,30대,Z17
27679,M922327121,2.0,남성,20대,Z10
15833,M527703883,2.0,여성,20대,Z10
3471,M116269240,2.0,남성,40대,Z06
26279,M875627875,2.0,남성,60대,Z14
11801,M392288315,2.0,남성,50대,Z16
9358,M311763114,2.0,남성,40대,Z17
612,M020657632,2.0,남성,50대,Z16
18216,M606314920,2.0,여성,40대,Z10
9361,M311856624,2.0,여성,20대,Z15
15819,M527237237,2.0,남성,30대,Z10
26264,M875137625,2.0,여성,60대,Z17
18273,M608249521,2.0,여성,40대,Z12
18280,M608379957,2.0,여성,30대,Z05
28537,M951239386,2.0,남성,50대,Z17
2352,M078784644,2.0,여성,50대,Z10
1454,M048307510,2.0,여성,20대,Z05
21526,M716735700,2.0,남성,30대,Z10
11916,M396440305,2.0,남성,50대,Z10
15667,M522503600,2.0,여성,20대,Z10
9228,M307143352,2.0,여성,50대,Z05
3064,M103564631,2.0,여성,20대,Z17
23214,M772102872,2.0,남성,40대,Z12
9238,M307545075,2.0,남성,30대,Z06
21316,M710320248,2.0,여성,20대,Z17
3494,M116895097,2.0,남성,20대,Z10
21317,M710336496,2.0,여성,50대,Z17
18150,M603956946,2.0,남성,50대,Z10
28567,M952091844,2.0,여성,20대,Z10
11907,M396176786,2.0,여성,20대,Z10
18132,M603559964,2.0,여성,40대,Z10
29039,M969550322,2.0,남성,20대,Z04
26158,M871365914,2.0,여성,30대,Z17
26161,M871548520,2.0,여성,20대,Z16
15896,M530044165,2.0,여성,40대,Z17
23377,M777419531,2.0,여성,60대,Z02
26176,M872160599,2.0,남성,40대,Z17
23360,M776889898,2.0,남성,70대,Z10
4077,M136254702,2.0,남성,30대,Z11
23523,M782336098,2.0,여성,60대,Z03
27658,M921574115,2.0,여성,20대,Z10
5136,M170102146,2.0,여성,30대,Z10
26562,M884488646,2.0,여성,30대,Z17
29264,M976888680,2.0,여성,40대,Z14
18666,M620571321,2.0,남성,60대,Z01
15276,M507693583,2.0,남성,30대,Z10
18644,M619669341,2.0,남성,50대,Z16
21000,M700396019,2.0,남성,40대,Z11
21003,M700595695,2.0,남성,60대,Z10
18636,M619348642,2.0,남성,30대,Z17
9690,M322400539,2.0,여성,30대,Z10
17924,M597059406,2.0,여성,50대,Z03
6073,M202251406,2.0,남성,40대,Z17
23736,M789384315,2.0,여성,30대,Z09
8904,M295123211,2.0,남성,30대,Z08
2959,M100015515,2.0,남성,30대,Z10
45,M001719436,2.0,여성,40대,Z10
12266,M409635822,2.0,남성,50대,Z16
21027,M701243523,2.0,여성,20대,Z10
16156,M537521719,2.0,여성,50대,Z10
15334,M509765258,2.0,남성,40대,Z10
12258,M409449966,2.0,여성,40대,Z15
16153,M537467254,2.0,남성,40대,Z17
18601,M618071773,2.0,남성,70대,Z10
12348,M412436925,2.0,여성,20대,Z17
27713,M923584589,2.0,여성,20대,Z04
26442,M880441749,2.0,여성,60대,Z08
11333,M376431607,2.0,남성,40대,Z12
11314,M375977509,2.0,남성,60대,Z12
18766,M624494161,2.0,남성,20대,Z16
6208,M206428858,2.0,여성,60대,Z10
8738,M290221547,2.0,여성,40대,Z03
18756,M624262914,2.0,여성,50대,Z10
6201,M206314520,2.0,남성,20대,Z10
5087,M168482736,2.0,여성,20대,Z03
15197,M505350545,2.0,남성,40대,Z10
21783,M724799914,2.0,여성,30대,Z17
23783,M790687096,2.0,여성,40대,Z07
17882,M595601324,2.0,남성,20대,Z17
9710,M322961163,2.0,여성,50대,Z17
27948,M931690130,2.0,남성,40대,Z08
21760,M724286352,2.0,남성,30대,Z01
18708,M622230383,2.0,여성,40대,Z14
6159,M204863389,2.0,여성,30대,Z09
18699,M621816338,2.0,남성,60대,Z03
691,M022900850,2.0,여성,50대,Z17
11395,M378084690,2.0,여성,50대,Z11
28305,M943260587,2.0,남성,40대,Z06
8819,M292481992,2.0,여성,30대,Z10
5117,M169421761,2.0,남성,60대,Z10
25854,M861209140,2.0,여성,40대,Z14
5152,M170670421,2.0,여성,30대,Z14
21706,M722556872,2.0,여성,20대,Z12
1092,M036019761,2.0,여성,20대,Z06
12120,M404126045,2.0,남성,50대,Z10
18515,M615652938,2.0,남성,30대,Z17
2436,M081995894,2.0,남성,40대,Z06
21153,M704966061,2.0,남성,60대,Z17
16070,M534870789,2.0,남성,40대,Z12
12106,M403505429,2.0,여성,30대,Z10
23567,M784059686,2.0,남성,30대,Z17
9629,M320972555,2.0,여성,40대,Z11
3088,M104259011,2.0,여성,40대,Z10
23560,M783924422,2.0,남성,30대,Z05
5885,M195478787,2.0,여성,60대,Z10
4170,M139530986,2.0,여성,30대,Z12
23556,M783750355,2.0,남성,60대,Z13
3430,M114810707,2.0,여성,50대,Z09
27651,M921166913,2.0,여성,40대,Z09
658,M021824776,2.0,여성,50대,Z05
27332,M909972074,2.0,여성,60대,Z06
29336,M979750813,2.0,남성,40대,Z01
1408,M046970885,2.0,남성,60대,Z10
21174,M705711669,2.0,여성,20대,Z15
21178,M705830506,2.0,남성,40대,Z11
18030,M600023309,2.0,여성,40대,Z04
3092,M104341221,2.0,남성,30대,Z06
5924,M196689800,2.0,남성,30대,Z10
27647,M920957004,2.0,여성,60대,Z17
18537,M616358555,2.0,여성,20대,Z06
9669,M321763286,2.0,여성,30대,Z05
6034,M200705943,2.0,여성,50대,Z06
2320,M077780736,2.0,여성,30대,Z04
21699,M722193133,2.0,남성,30대,Z17
4169,M139494131,2.0,남성,20대,Z17
12227,M408216215,2.0,여성,70대,Z15
6022,M200321071,2.0,남성,30대,Z08
21059,M701969014,2.0,여성,40대,Z17
9663,M321614034,2.0,남성,40대,Z14
5191,M171892235,2.0,남성,40대,Z11
5986,M198845161,2.0,여성,30대,Z17
29059,M970457257,2.0,남성,20대,Z09
12172,M406005542,2.0,여성,30대,Z10
12166,M405760160,2.0,여성,40대,Z10
18557,M616835513,2.0,여성,60대,Z10
1087,M035901988,2.0,여성,50대,Z10
18551,M616772293,2.0,남성,30대,Z13
12158,M405537281,2.0,여성,60대,Z17
1998,M066100206,2.0,여성,30대,Z13
3095,M104442218,2.0,여성,20대,Z10
12152,M405357152,2.0,남성,30대,Z11
21898,M728992151,2.0,여성,30대,Z17
26749,M890826660,2.0,여성,50대,Z13
25548,M850952950,2.0,남성,70대,Z14
24325,M809725574,2.0,여성,70대,Z09
7097,M237570329,2.0,여성,20대,Z17
27016,M898931260,2.0,여성,40대,Z04
19559,M650923640,2.0,여성,30대,Z04
19558,M650920386,2.0,여성,20대,Z04
7084,M237145968,2.0,여성,70대,Z10
957,M031568194,2.0,남성,30대,Z13
482,M016614801,2.0,남성,30대,Z10
27010,M898642742,2.0,여성,40대,Z10
4585,M153167014,2.0,여성,50대,Z05
7994,M266286981,2.0,여성,40대,Z06
2626,M088303198,2.0,남성,30대,Z12
27487,M914746887,2.0,여성,30대,Z17
14240,M475111217,2.0,남성,40대,Z17
16691,M554573931,2.0,여성,50대,Z17
3349,M112510440,2.0,남성,50대,Z10
27815,M927194600,2.0,여성,50대,Z12
25071,M835041470,2.0,여성,50대,Z13
8015,M266741251,2.0,남성,40대,Z01
16824,M559209689,2.0,여성,40대,Z11
485,M016695423,2.0,여성,40대,Z15
22610,M751840245,2.0,여성,30대,Z12
4604,M153728199,2.0,남성,20대,Z13
14251,M475533903,2.0,남성,50대,Z10
4267,M142827444,2.0,여성,30대,Z16
8045,M267811871,2.0,여성,50대,Z06
13110,M438253342,2.0,남성,60대,Z04
13207,M441152973,2.0,여성,30대,Z10
414,M014429367,2.0,남성,20대,Z17
27762,M924957505,2.0,남성,30대,Z10
20290,M677364390,2.0,여성,20대,Z04
14085,M469850997,2.0,여성,60대,Z16
10715,M355103572,2.0,남성,50대,Z11
10719,M355203835,2.0,여성,50대,Z16
13264,M442709590,2.0,남성,60대,Z09
24975,M831924889,2.0,남성,50대,Z10
19630,M654040897,2.0,남성,50대,Z16
10334,M342654736,2.0,여성,30대,Z17
22556,M750155928,2.0,여성,60대,Z10
10332,M342642578,2.0,남성,50대,Z17
27049,M900002552,2.0,남성,20대,Z14
22558,M750162337,2.0,남성,50대,Z03
7139,M238890512,2.0,남성,40대,Z17
7924,M263884426,2.0,여성,50대,Z16
3250,M109894693,2.0,여성,50대,Z16
10319,M342233916,2.0,여성,40대,Z11
17396,M579318497,2.0,여성,50대,Z16
478,M016532707,2.0,남성,20대,Z10
1729,M057217691,2.0,남성,70대,Z16
24372,M811071412,2.0,남성,50대,Z10
3247,M109662565,2.0,여성,20대,Z12
7965,M265049991,2.0,여성,30대,Z04
10751,M356254901,2.0,남성,30대,Z15
10300,M341575742,2.0,여성,40대,Z14
10752,M356261167,2.0,여성,50대,Z11
10759,M356482563,2.0,남성,20대,Z04
20370,M680000698,2.0,여성,40대,Z14
14304,M477241460,2.0,남성,20대,Z14
25110,M836527905,2.0,여성,20대,Z01
64,M002631028,2.0,남성,40대,Z11
2591,M087300788,2.0,여성,50대,Z16
8142,M271135960,2.0,남성,60대,Z16
13018,M434635133,2.0,남성,20대,Z10
8143,M271142906,2.0,여성,50대,Z10
16738,M556510386,2.0,여성,30대,Z16
19384,M644260360,2.0,여성,40대,Z10
14434,M481036282,2.0,여성,40대,Z11
16730,M556272319,2.0,남성,30대,Z16
